node_id	pr_value
663930	0.00017343670493046248
482708	9.385160357939613e-05
1034017	5.41806474383454e-05
663559	4.903477708080199e-05
357530	4.520197683028194e-05
1120567	4.433198913590731e-05
663605	4.29856892107827e-05
663682	3.6525411192244743e-05
664788	3.458425339238754e-05
1108860	3.3541746295559194e-05
