node_id	pr_value
663930	0.00017343482570510854
482708	9.385125692182974e-05
1034017	5.416911336361404e-05
663559	4.903450173281912e-05
357530	4.5201796101513965e-05
1120567	4.430904366489747e-05
663605	4.298541249938096e-05
663682	3.652540069082233e-05
664788	3.458398628363548e-05
1108860	3.351755839803649e-05
